,price,city,kms_driven,owner,age,power,brand
4900,30856.0,Aurangabad,26403,First Owner,7,110.0,Hero
4901,25000.0,Aurangabad,38000,First Owner,10,125.0,Hero
4902,25000.0,Delhi,17799,First Owner,6,110.0,Hero
4903,1100000.0,Ghaziabad,2510,First Owner,3,1200.0,Ducati
4904,35900.0,Delhi,15000,Second Owner,6,150.0,Suzuki
4905,19000.0,Vellore,20090,Second Owner,10,150.0,Bajaj
4906,50000.0,Hyderabad,26408,First Owner,11,150.0,Yamaha
4907,47000.0,Hyderabad,59718,First Owner,10,150.0,Yamaha
4908,38500.0,Jaipur,22464,First Owner,5,100.0,Hero
4909,88400.0,Mumbai,22500,First Owner,6,350.0,Royal Enfield
4910,130000.0,Hyderabad,5900,First Owner,4,350.0,Royal Enfield
4911,60000.0,Mumbai,10703,First Owner,4,150.0,Honda
4912,285000.0,Hyderabad,4500,First Owner,2,650.0,Royal Enfield
4913,165000.0,Visakhapatnam,5799,First Owner,4,350.0,Royal Enfield
4914,59900.0,Jaipur,32000,First Owner,5,180.0,TVS
4915,60000.0,Kolkata,28000,First Owner,9,350.0,Royal Enfield
4916,65000.0,Mumbai,20000,First Owner,4,150.0,Honda
4917,900000.0,Bangalore,8000,Second Owner,5,1050.0,Triumph
4918,46000.0,Mumbai,49994,First Owner,9,150.0,Yamaha
4919,19000.0,Mumbai,17999,First Owner,9,150.0,Yamaha
4920,9400.0,Ahmedabad,70000,Second Owner,12,125.0,Yamaha
4921,26000.0,Mumbai,34000,First Owner,8,150.0,Yamaha
4922,6400.0,Delhi,100000,First Owner,18,150.0,Bajaj
4923,6700.0,Delhi,81000,First Owner,17,150.0,Bajaj
4924,52800.0,Delhi,22000,First Owner,4,150.0,Yamaha
4925,54000.0,Delhi,5020,Second Owner,4,150.0,Yamaha
4926,35000.0,Jaipur,18227,First Owner,9,150.0,Yamaha
4927,9000.0,Delhi,62135,Second Owner,13,150.0,Hero
4928,590000.0,Howrah,6985,First Owner,4,797.0,Ducati
4929,40000.0,Mumbai,24134,First Owner,4,110.0,Honda
4930,60000.0,Ghaziabad,14525,First Owner,3,160.0,TVS
4931,165000.0,Pune,11500,First Owner,4,500.0,Royal Enfield
4932,28400.0,Gandhinagar,18958,First Owner,5,110.0,Honda
4933,21000.0,Mumbai,50000,First Owner,7,150.0,Bajaj
4934,30000.0,Delhi,27000,First Owner,12,150.0,Yamaha
4935,16000.0,Patna,35000,First Owner,12,100.0,Hero
4936,18000.0,Jodhpur,17989,First Owner,11,100.0,Hero
4937,280000.0,Pune,20785,First Owner,6,650.0,Kawasaki
4938,85000.0,Bangalore,11766,First Owner,8,350.0,Royal Enfield
4939,30000.0,Gurgaon,42175,First Owner,8,160.0,TVS
4940,88400.0,Mumbai,22500,First Owner,6,350.0,Royal Enfield
4941,121400.0,Hyderabad,18500,First Owner,6,500.0,Royal Enfield
4942,110000.0,Hyderabad,23350,First Owner,7,500.0,Royal Enfield
4943,53000.0,Hyderabad,14432,First Owner,4,160.0,Honda
4944,34000.0,Kolkata,5400,First Owner,5,100.0,TVS
4945,200000.0,Jaipur,11700,First Owner,4,390.0,KTM
4946,25000.0,Jhansi,35000,First Owner,8,125.0,Hero
4947,38000.0,Chandigarh,12250,First Owner,10,150.0,Yamaha
4948,175000.0,Jaipur,10880,First Owner,4,390.0,KTM
4949,90000.0,Kanpur,2463,First Owner,3,220.0,Bajaj
4950,550000.0,Delhi,18500,Third Owner,8,800.0,Kawasaki
4951,27000.0,Gurgaon,61421,First Owner,8,100.0,Hero
4952,50000.0,Mumbai,15600,First Owner,5,150.0,Suzuki
4953,30000.0,Ghaziabad,19546,First Owner,8,100.0,Hero
4954,146000.0,Bangalore,381,First Owner,2,295.0,Jawa
4955,111400.0,Ludhiana,13600,First Owner,6,390.0,KTM
4956,66000.0,Bangalore,26592,First Owner,4,220.0,Bajaj
4957,486000.0,Ahmedabad,2600,First Owner,5,750.0,Harley-Davidson
4958,60000.0,Pune,52000,First Owner,8,150.0,Yamaha
4959,55000.0,Ahmedabad,5200,First Owner,2,110.0,Bajaj
4960,4400.0,Godhara,55000,First Owner,16,110.0,LML
4961,34000.0,Faridabad,21163,First Owner,4,100.0,Hero
4962,450000.0,Ahmedabad,1000,First Owner,7,750.0,Harley-Davidson
4963,81000.0,Gurgaon,39865,First Owner,6,350.0,Royal Enfield
4964,175000.0,Bangalore,34000,First Owner,4,390.0,KTM
4965,83000.0,Bangalore,49000,Second Owner,7,350.0,Royal Enfield
4966,25000.0,Gurgaon,12537,First Owner,6,100.0,Hero
4967,40000.0,Chennai,52000,First Owner,5,150.0,Suzuki
4968,35000.0,Faridabad,13328,First Owner,4,100.0,Hero
4969,54500.0,Dehradun,14000,First Owner,6,200.0,Bajaj
4970,20700.0,Gurgaon,32340,First Owner,7,100.0,Bajaj
4971,90000.0,Hyderabad,31074,First Owner,8,250.0,Honda
4972,78400.0,Hyderabad,23180,Second Owner,8,250.0,Honda
4973,381700.0,Ahmedabad,2000,First Owner,6,750.0,Harley-Davidson
4974,198599.0,Balaghat,930,First Owner,3,250.0,KTM
4975,223000.0,Bangalore,400,First Owner,3,295.0,Jawa
4976,32000.0,Indore,43000,First Owner,6,100.0,Hero
4977,69000.0,Delhi,3542,First Owner,3,220.0,Bajaj
4978,66000.0,Bangalore,26592,First Owner,4,220.0,Bajaj
4979,45000.0,Ahmedabad,18000,First Owner,5,160.0,TVS
4980,23000.0,Ahmedabad,18000,First Owner,9,100.0,Bajaj
4981,51000.0,Bangalore,39766,First Owner,7,220.0,Bajaj
4982,36000.0,Bangalore,21657,First Owner,9,160.0,TVS
4983,145500.0,Ahmedabad,33486,First Owner,4,350.0,Royal Enfield
4984,11000.0,Gurgaon,52000,First Owner,14,100.0,TVS
4985,22000.0,Gurgaon,18000,First Owner,8,100.0,Hero
4986,23000.0,Bangalore,174638,First Owner,14,150.0,TVS
4987,29000.0,Bangalore,35200,First Owner,11,150.0,Yamaha
4988,46000.0,Bangalore,12974,First Owner,4,110.0,Honda
4989,35000.0,Bangalore,24000,First Owner,9,150.0,Yamaha
4990,55000.0,Bangalore,19309,First Owner,5,150.0,Bajaj
4991,44000.0,Bangalore,21460,First Owner,7,150.0,Yamaha
4992,28000.0,Bangalore,25639,First Owner,9,110.0,TVS
4993,24000.0,Bangalore,45238,First Owner,10,100.0,Hero
4994,33000.0,Mumbai,5188,First Owner,6,135.0,Bajaj
4995,21316.0,Mumbai,39000,First Owner,11,135.0,Bajaj
4996,110000.0,Chennai,15400,First Owner,4,500.0,Royal Enfield
4997,36000.0,Jhansi,17000,Second Owner,4,100.0,Hero
4998,115000.0,Bangalore,13797,First Owner,4,400.0,Bajaj
4999,82000.0,Chandigarh,15418,Second Owner,10,350.0,Royal Enfield
5000,20000.0,Bangalore,73317,Second Owner,13,223.0,Hero
5001,96300.0,Bangalore,28000,First Owner,9,350.0,Royal Enfield
5002,97000.0,Bangalore,41211,First Owner,7,350.0,Royal Enfield
5003,85000.0,Bangalore,24592,First Owner,10,350.0,Royal Enfield
5004,47600.0,Hyderabad,18000,First Owner,4,110.0,Honda
5005,33000.0,Mumbai,15250,First Owner,9,150.0,Honda
5006,19000.0,Bangalore,26527,First Owner,16,100.0,Bajaj
5007,10000.0,Kanchipuram,35000,Second Owner,11,110.0,TVS
5008,101697.0,Bangalore,7734,First Owner,4,200.0,Bajaj
5009,48000.0,Gurgaon,54990,First Owner,6,220.0,Bajaj
5010,46500.0,Gurgaon,16540,Second Owner,6,220.0,Bajaj
5011,10000.0,Mumbai,37066,Second Owner,16,100.0,Bajaj
5012,39000.0,Jaipur,52000,First Owner,6,125.0,Hero
5013,35000.0,Bangalore,24000,First Owner,11,150.0,Honda
5014,135000.0,Mumbai,9600,First Owner,5,410.0,Royal Enfield
5015,24000.0,Mumbai,65000,First Owner,11,125.0,Hero
5016,378000.0,Kanchipuram,13000,First Owner,8,883.0,Harley-Davidson
5017,68000.0,Ahmedabad,23,Third Owner,39,250.0,Yezdi
5018,45000.0,Delhi,18611,First Owner,5,180.0,TVS
5019,40000.0,Mumbai,3443,First Owner,6,220.0,Bajaj
5020,32000.0,Gurgaon,10576,First Owner,8,220.0,Bajaj
5021,104400.0,Bangalore,41000,First Owner,5,350.0,Royal Enfield
5022,38000.0,Ajmer,25000,First Owner,6,150.0,Suzuki
5023,61000.0,Bardhaman,5250,First Owner,3,100.0,Hero
5024,107000.0,Dibrugarh,5000,First Owner,3,300.0,Mahindra
5025,100400.0,Gurgaon,5300,First Owner,6,200.0,Bajaj
5026,109000.0,Mumbai,13110,Second Owner,5,500.0,Royal Enfield
5027,40362.0,Hyderabad,14653,First Owner,6,150.0,Suzuki
5028,13000.0,Ahmedabad,65000,First Owner,14,100.0,Hero
5029,130000.0,Chennai,23400,First Owner,4,400.0,Bajaj
5030,70000.0,Mumbai,25240,First Owner,6,200.0,Bajaj
5031,120000.0,Delhi,13560,First Owner,4,350.0,Royal Enfield
5032,42000.0,Ghaziabad,26839,First Owner,3,100.0,Hero
5033,13500.0,Gurgaon,50000,First Owner,10,110.0,Honda
5034,70000.0,Delhi,10000,Third Owner,4,223.0,Hero
5035,35000.0,Ghaziabad,35020,First Owner,5,150.0,Bajaj
5036,80000.0,Gurgaon,42173,First Owner,5,200.0,Bajaj
5037,105000.0,Dehradun,28000,First Owner,6,200.0,KTM
5038,42000.0,Dehradun,12000,First Owner,4,150.0,Bajaj
5039,20000.0,Delhi,36903,First Owner,12,150.0,Bajaj
5040,61500.0,Pune,15264,First Owner,4,220.0,Bajaj
5041,190000.0,Visakhapatnam,6000,First Owner,3,310.0,TVS
5042,75000.0,Gurgaon,18304,First Owner,4,200.0,TVS
5043,40000.0,Mumbai,17038,First Owner,5,150.0,Bajaj
5044,35000.0,Delhi,23297,Second Owner,5,150.0,Bajaj
5045,24500.0,Chandigarh,51999,First Owner,7,125.0,Honda
5046,60000.0,Ghaziabad,7312,First Owner,2,150.0,Bajaj
5047,143000.0,Delhi,2963,First Owner,3,200.0,KTM
5048,20000.0,Faridkot,20000,First Owner,14,160.0,TVS
5049,35000.0,Amritsar,47000,First Owner,10,150.0,Bajaj
5050,95000.0,24 Pargana,9000,First Owner,6,350.0,Royal Enfield
5051,28000.0,Mumbai,47098,First Owner,9,223.0,Hero
5052,45000.0,Delhi,17900,First Owner,5,150.0,Bajaj
5053,25000.0,Mumbai,14002,Second Owner,10,100.0,Hero
5054,75000.0,Thane,24203,First Owner,7,350.0,Royal Enfield
5055,98000.0,Bangalore,28026,First Owner,5,200.0,Bajaj
5056,12800.0,Delhi,50000,First Owner,13,150.0,Hero
5057,198000.0,Dehradun,5640,First Owner,3,390.0,KTM
5058,95000.0,Delhi,20000,First Owner,6,350.0,Royal Enfield
5059,25000.0,Ahmedabad,38247,First Owner,8,110.0,Mahindra
5060,110000.0,Naraingarh,24300,First Owner,3,350.0,Royal Enfield
5061,35000.0,Pune,45189,First Owner,10,150.0,Bajaj
5062,16000.0,Thane,99000,First Owner,11,150.0,Bajaj
5063,66400.0,Bangalore,2600,First Owner,4,150.0,Bajaj
5064,26000.0,Ghaziabad,43625,First Owner,8,110.0,Hero
5065,43000.0,Hyderabad,38000,First Owner,7,150.0,Yamaha
5066,40000.0,Gwalior,19300,First Owner,7,220.0,Bajaj
5067,85000.0,Bangalore,33783,First Owner,7,350.0,Royal Enfield
5068,52000.0,Ludhiana,4725,First Owner,5,150.0,Bajaj
5069,125000.0,Pune,8930,First Owner,4,400.0,Bajaj
5070,121000.0,Gurgaon,13013,First Owner,3,150.0,Yamaha
5071,35000.0,Karim Nagar,28000,Second Owner,6,223.0,Hero
5072,96000.0,Delhi,16317,Second Owner,5,350.0,Royal Enfield
5073,19000.0,Delhi,69761,First Owner,9,125.0,Honda
5074,130800.0,Delhi,24000,First Owner,5,350.0,Royal Enfield
5075,60000.0,Gurgaon,4200,First Owner,9,200.0,Bajaj
5076,67000.0,24 Pargana,25000,Second Owner,8,200.0,KTM
5077,80000.0,Delhi,25000,First Owner,7,250.0,Honda
5078,50300.0,Rewari,14000,First Owner,7,220.0,Bajaj
5079,23400.0,Delhi,15000,First Owner,9,125.0,Honda
5080,105000.0,Mumbai,18000,First Owner,6,390.0,KTM
5081,21100.0,Chandigarh,21000,First Owner,11,100.0,Bajaj
5082,283700.0,Mumbai,4400,First Owner,5,250.0,Hyosung
5083,27500.0,Ahmedabad,32659,First Owner,10,100.0,Hero
5084,25000.0,Jaipur,39000,First Owner,9,100.0,Hero
5085,90000.0,Ranchi,17000,First Owner,4,150.0,Yamaha
5086,20300.0,Tiruvallur,46000,First Owner,15,100.0,Hero
5087,55800.0,Gorakhpur,4000,First Owner,4,125.0,Honda
5088,125000.0,Mumbai,31243,First Owner,4,400.0,Bajaj
5089,160000.0,Karwar,5000,First Owner,4,350.0,Royal Enfield
5090,12982.0,Ahmedabad,100000,Second Owner,12,150.0,Bajaj
5091,25000.0,Kanchipuram,25000,Second Owner,7,125.0,Honda
5092,25000.0,Delhi,16565,First Owner,6,110.0,TVS
5093,51000.0,Mumbai,26219,First Owner,6,150.0,Yamaha
5094,18200.0,Jaipur,45000,First Owner,12,150.0,Hero
5095,15000.0,Delhi,36888,First Owner,13,135.0,Bajaj
5096,84000.0,Delhi,19912,First Owner,7,350.0,Royal Enfield
5097,128000.0,Delhi,5541,First Owner,4,500.0,Royal Enfield
5098,30000.0,Delhi,30000,First Owner,6,135.0,Bajaj
5099,60000.0,Mumbai,15927,Second Owner,6,150.0,Bajaj
5100,158000.0,Alibag,3834,First Owner,4,390.0,KTM
5101,43600.0,Gandhinagar,60000,First Owner,8,200.0,Bajaj
5102,15000.0,Delhi,532,First Owner,14,150.0,Bajaj
5103,57999.0,Pune,3000,First Owner,4,110.0,Hero
5104,58000.0,Lucknow,28000,First Owner,7,150.0,Yamaha
5105,32000.0,Hyderabad,31000,First Owner,10,125.0,Honda
5106,65000.0,Pune,2500,First Owner,3,125.0,Honda
5107,133000.0,Goa-panaji,26000,First Owner,5,390.0,KTM
5108,29200.0,Kharar,30000,First Owner,8,150.0,Bajaj
5109,91000.0,Sant Kabir Nagar,5500,First Owner,2,160.0,Honda
5110,115000.0,Viramgam,24000,First Owner,4,350.0,Royal Enfield
5111,50000.0,Hyderabad,200,First Owner,3,100.0,Bajaj
5112,140000.0,Dehradun,7000,First Owner,6,390.0,KTM
5113,36000.0,Pune,4838,First Owner,4,125.0,Bajaj
5114,32000.0,Pune,26500,First Owner,7,100.0,Bajaj
5115,100000.0,Indore,1300,First Owner,4,200.0,TVS
5116,55000.0,Delhi,43000,First Owner,5,150.0,Yamaha
5117,62000.0,Delhi,23367,First Owner,15,350.0,Royal Enfield
5118,60000.0,Mumbai,18200,First Owner,9,150.0,Yamaha
5119,28000.0,Gurgaon,25000,First Owner,9,150.0,Hero
5120,120000.0,Jhajjar,16000,Second Owner,7,200.0,KTM
5121,20000.0,Agra,35063,Second Owner,13,150.0,Honda
5122,73000.0,Manali,14000,First Owner,3,150.0,Yamaha
5123,45000.0,Gadwal,15000,First Owner,5,150.0,Bajaj
5124,170000.0,Honavar,6000,First Owner,3,500.0,Royal Enfield
5125,55000.0,Mathura,38000,First Owner,6,220.0,Bajaj
5126,83100.0,Ghaziabad,13450,First Owner,4,150.0,Bajaj
5127,25000.0,Jaipur,50000,First Owner,7,100.0,Hero
5128,39200.0,Gurgaon,16500,Second Owner,5,125.0,Honda
5129,141000.0,Delhi,4625,First Owner,3,350.0,Royal Enfield
5130,134400.0,Delhi,1550,First Owner,4,350.0,Royal Enfield
5131,15000.0,Ahmedabad,70000,First Owner,13,150.0,Bajaj
5132,78500.0,Thane,35596,First Owner,6,350.0,Royal Enfield
5133,170000.0,Gurgaon,500,First Owner,2,350.0,Royal Enfield
5134,52000.0,Delhi,3400,First Owner,3,125.0,Bajaj
5135,29500.0,Ahmedabad,36484,First Owner,8,100.0,Hero
5136,36000.0,Delhi,30000,First Owner,7,150.0,Honda
5137,65000.0,Khandwa,30000,First Owner,4,150.0,Bajaj
5138,50000.0,Jaipur,1234,Second Owner,7,220.0,Bajaj
5139,42500.0,Noida,16435,First Owner,7,150.0,Yamaha
5140,43000.0,Delhi,60000,First Owner,7,150.0,Yamaha
5141,80000.0,Delhi,35000,First Owner,10,250.0,Honda
5142,21000.0,Una,7100,First Owner,9,100.0,Hero
5143,45000.0,Mumbai,72354,First Owner,10,150.0,Yamaha
5144,10500.0,Delhi,717794,First Owner,15,125.0,Bajaj
5145,29500.0,Dehradun,25000,First Owner,10,150.0,Bajaj
5146,38000.0,Bangalore,58816,First Owner,11,220.0,Bajaj
5147,150000.0,Solan,2200,First Owner,4,250.0,Honda
5148,30000.0,Chennai,22560,First Owner,7,100.0,Hero
5149,115000.0,Bangalore,18057,Second Owner,5,350.0,Royal Enfield
5150,19000.0,Ghaziabad,78822,First Owner,8,125.0,Hero
5151,34000.0,Noida,38000,First Owner,11,150.0,Yamaha
5152,28000.0,Delhi,14256,First Owner,12,223.0,Hero
5153,125000.0,Delhi,9858,First Owner,4,350.0,Royal Enfield
5154,110000.0,Mumbai,25327,First Owner,5,390.0,KTM
5155,41000.0,Gurgaon,71303,First Owner,6,220.0,Bajaj
5156,20000.0,Chandigarh,57500,Second Owner,14,180.0,Bajaj
5157,11000.0,Gautam Buddha Nagar,20000,First Owner,12,100.0,Hero
5158,109000.0,Delhi,13000,First Owner,6,350.0,Royal Enfield
5159,63000.0,Alibag,21000,First Owner,4,220.0,Bajaj
5160,41999.0,Faridabad,54362,First Owner,4,150.0,Bajaj
5161,87000.0,Pune,35450,First Owner,6,200.0,Bajaj
5162,41400.0,Faridabad,21000,First Owner,4,125.0,Hero
5163,9000.0,Ghaziabad,72378,First Owner,15,100.0,TVS
5164,22000.0,Delhi,54000,Second Owner,13,180.0,Bajaj
5165,123400.0,Bangalore,5000,First Owner,4,350.0,Royal Enfield
5166,17000.0,Delhi,35655,First Owner,10,125.0,Honda
5167,18000.0,Gautam Buddha Nagar,42000,First Owner,11,135.0,Bajaj
5168,82500.0,Lucknow,13000,First Owner,6,200.0,Bajaj
5169,70000.0,Pune,7900,First Owner,6,150.0,Suzuki
5170,141000.0,Delhi,4625,First Owner,3,350.0,Royal Enfield
5171,134400.0,Delhi,1550,First Owner,4,350.0,Royal Enfield
5172,15000.0,Ahmedabad,70000,First Owner,13,150.0,Bajaj
5173,78500.0,Thane,35596,First Owner,6,350.0,Royal Enfield
5174,170000.0,Gurgaon,500,First Owner,2,350.0,Royal Enfield
5175,52000.0,Delhi,3400,First Owner,3,125.0,Bajaj
5176,29500.0,Ahmedabad,36484,First Owner,8,100.0,Hero
5177,51000.0,Indore,24800,First Owner,5,160.0,Honda
5178,155000.0,Mumbai,7563,First Owner,3,250.0,KTM
5179,75068.0,Delhi,16919,First Owner,9,350.0,Royal Enfield
5180,153000.0,Ernakulam,10000,First Owner,3,500.0,Royal Enfield
5181,36000.0,Delhi,30000,First Owner,7,150.0,Honda
5182,65000.0,Khandwa,30000,First Owner,4,150.0,Bajaj
5183,50000.0,Jaipur,1234,Second Owner,7,220.0,Bajaj
5184,35300.0,Hyderabad,55000,First Owner,8,223.0,Hero
5185,22000.0,Ambala,16750,First Owner,10,223.0,Hero
5186,36800.0,Delhi,41090,Second Owner,4,150.0,Bajaj
5187,49000.0,Kharar,13281,First Owner,5,150.0,Bajaj
5188,37000.0,Delhi,29094,First Owner,4,125.0,Bajaj
5189,21400.0,Sitapur,45000,First Owner,8,125.0,Honda
5190,93000.0,Mumbai,4761,First Owner,6,350.0,Royal Enfield
5191,100000.0,Gurgaon,9200,First Owner,3,150.0,Suzuki
5192,100500.0,Ahmedabad,6000,First Owner,3,150.0,Suzuki
5193,90000.0,Jaipur,14330,First Owner,3,350.0,Royal Enfield
5194,55000.0,Chennai,15000,Second Owner,12,350.0,Royal Enfield
5195,119000.0,Delhi,14735,First Owner,5,500.0,Royal Enfield
5196,26000.0,Delhi,55686,Second Owner,9,220.0,Bajaj
5197,113000.0,Chennai,14200,First Owner,4,350.0,Royal Enfield
5198,40000.0,Delhi,75000,First Owner,8,150.0,Bajaj
5199,32000.0,Ghaziabad,21000,First Owner,5,150.0,Bajaj
5200,13500.0,Mumbai,477976,First Owner,14,135.0,Bajaj
5201,66400.0,Pune,27481,Second Owner,7,150.0,Yamaha
5202,67000.0,Jaipur,43871,First Owner,6,150.0,Honda
5203,110000.0,Mumbai,25327,First Owner,5,390.0,KTM
5204,41000.0,Gurgaon,71303,First Owner,6,220.0,Bajaj
5205,20000.0,Chandigarh,57500,Second Owner,14,180.0,Bajaj
5206,11000.0,Gautam Buddha Nagar,20000,First Owner,12,100.0,Hero
5207,109000.0,Delhi,13000,First Owner,6,350.0,Royal Enfield
5208,63000.0,Alibag,21000,First Owner,4,220.0,Bajaj
5209,41999.0,Faridabad,54362,First Owner,4,150.0,Bajaj
5210,140000.0,Noida,9000,First Owner,5,410.0,Royal Enfield
5211,45000.0,Delhi,32375,First Owner,8,150.0,Yamaha
5212,61000.0,Delhi,41000,First Owner,7,220.0,Bajaj
5213,38000.0,Udaipur,16500,First Owner,9,110.0,Honda
5214,75500.0,Jammu,23800,First Owner,7,150.0,Honda
5215,125000.0,Meerut,700,First Owner,3,150.0,Suzuki
5216,140000.0,Anand,99999,First Owner,37,350.0,Royal Enfield
5217,49100.0,Pune,10000,First Owner,5,150.0,Bajaj
5218,95000.0,Mumbai,15288,Second Owner,5,350.0,Royal Enfield
5219,85000.0,Pune,26000,First Owner,6,200.0,Bajaj
5220,110000.0,Lucknow,26927,First Owner,6,350.0,Royal Enfield
5221,20000.0,Bangalore,38500,Fourth Owner Or More,12,125.0,Yamaha
5222,28000.0,Jaipur,25000,First Owner,7,150.0,Bajaj
5223,109500.0,Delhi,13000,First Owner,8,500.0,Royal Enfield
5224,99000.0,Betul,19000,First Owner,6,350.0,Royal Enfield
5225,69999.0,Hyderabad,7054,First Owner,5,150.0,Bajaj
5226,115000.0,Bangalore,12000,First Owner,6,350.0,Royal Enfield
5227,24000.0,Delhi,6000,First Owner,10,100.0,Hero
5228,56000.0,Jaipur,17330,First Owner,6,149.0,Hero
5229,51000.0,Indore,24800,First Owner,5,160.0,Honda
5230,155000.0,Mumbai,7563,First Owner,3,250.0,KTM
5231,75068.0,Delhi,16919,First Owner,9,350.0,Royal Enfield
5232,24500.0,Ahmedabad,21891,First Owner,7,125.0,Bajaj
5233,36999.0,Mumbai,57811,First Owner,8,180.0,Bajaj
5234,110439.0,Chennai,3000,First Owner,9,500.0,Royal Enfield
5235,116762.0,Chennai,30000,First Owner,7,500.0,Royal Enfield
5236,67000.0,Anantapur,12000,First Owner,4,160.0,Honda
5237,40000.0,Delhi,38000,First Owner,8,150.0,Yamaha
5238,26000.0,Ludhiana,17695,First Owner,8,100.0,Bajaj
5239,140000.0,Hyderabad,9788,First Owner,5,350.0,Royal Enfield
5240,92300.0,Delhi,10000,First Owner,4,200.0,TVS
5241,20100.0,Pune,45330,First Owner,14,100.0,Hero
5242,69000.0,Bangalore,22000,First Owner,6,150.0,Bajaj
5243,26000.0,Noida,33000,First Owner,12,150.0,Honda
5244,139000.0,Chennai,17000,First Owner,4,350.0,Royal Enfield
5245,97500.0,Delhi,19562,First Owner,7,350.0,Royal Enfield
5246,48000.0,Delhi,11000,First Owner,7,150.0,Yamaha
5247,140900.0,Pune,1400,First Owner,6,500.0,Royal Enfield
5248,179000.0,Pune,14000,First Owner,4,500.0,Royal Enfield
5249,25000.0,Delhi,60000,First Owner,9,150.0,Bajaj
5250,180000.0,Delhi,4030,First Owner,4,500.0,Royal Enfield
5251,84000.0,Coimbatore,1920,First Owner,4,150.0,Bajaj
5252,125000.0,Pune,20000,First Owner,6,350.0,Royal Enfield
5253,55000.0,Jaipur,27000,First Owner,8,200.0,Bajaj
5254,65000.0,Delhi,3200,First Owner,5,150.0,Hero
5255,88000.0,Hyderabad,8000,First Owner,4,150.0,Suzuki
5256,27500.0,Delhi,18000,First Owner,7,110.0,Honda
5257,80000.0,Ghaziabad,23895,First Owner,7,350.0,Royal Enfield
5258,19600.0,Gwalior,42000,Second Owner,11,100.0,Hero
5259,95000.0,Bangalore,25000,First Owner,5,350.0,Royal Enfield
5260,99000.0,Pune,23397,First Owner,4,350.0,Royal Enfield
5261,30000.0,Ahmedabad,51528,First Owner,9,150.0,Hero
5262,120000.0,Hyderabad,10147,First Owner,3,220.0,Bajaj
5263,110000.0,Kanpur,9119,First Owner,5,200.0,Bajaj
5264,100000.0,Mumbai,7000,First Owner,7,390.0,KTM
5265,55000.0,Bangalore,10000,First Owner,4,125.0,Honda
5266,21000.0,Ludhiana,19000,First Owner,10,100.0,Hero
5267,20000.0,Lucknow,70628,First Owner,10,100.0,Hero
5268,25000.0,Lucknow,58137,First Owner,10,100.0,Hero
5269,42000.0,Lucknow,35000,First Owner,7,223.0,Hero
5270,110000.0,Delhi,5073,First Owner,5,350.0,Royal Enfield
5271,106000.0,Ghaziabad,14403,First Owner,5,390.0,KTM
5272,74000.0,Bangalore,23000,First Owner,7,150.0,Yamaha
5273,18600.0,Delhi,56000,First Owner,10,150.0,Bajaj
5274,472000.0,Sholapur,550,First Owner,3,750.0,Harley-Davidson
5275,89000.0,Mumbai,13000,First Owner,8,350.0,Royal Enfield
5276,95000.0,Pune,40500,First Owner,8,500.0,Royal Enfield
5277,65000.0,Bangalore,18500,First Owner,5,160.0,TVS
5278,125000.0,Mumbai,8200,First Owner,5,200.0,KTM
5279,430000.0,Delhi,1200,First Owner,6,750.0,Harley-Davidson
5280,35000.0,Pinjore,9500,First Owner,6,100.0,Hero
5281,40000.0,Delhi,38950,First Owner,5,110.0,TVS
5282,40000.0,Chennai,80000,First Owner,9,160.0,TVS
5283,140000.0,Delhi,10000,First Owner,6,200.0,KTM
5284,55000.0,Pune,2000,First Owner,3,110.0,Bajaj
5285,59999.0,Delhi,20850,First Owner,7,150.0,Bajaj
5286,112100.0,Chennai,22800,First Owner,5,350.0,Royal Enfield
5287,137999.0,Pune,7900,First Owner,5,500.0,Royal Enfield
5288,70000.0,Kanpur,11000,First Owner,4,150.0,Bajaj
5289,25000.0,Karnal,28000,First Owner,7,110.0,Honda
5290,15600.0,Delhi,50000,First Owner,13,150.0,Hero
5291,140000.0,Hyderabad,10000,First Owner,6,200.0,KTM
5292,44600.0,Delhi,39500,First Owner,8,220.0,Bajaj
5293,225000.0,Indore,2400,First Owner,4,390.0,KTM
5294,120000.0,Thane,2827,First Owner,5,350.0,Royal Enfield
5295,118000.0,Mumbai,12434,First Owner,6,500.0,Royal Enfield
5296,150000.0,Hyderabad,38000,First Owner,14,500.0,Royal Enfield
5297,30000.0,Delhi,9300,First Owner,11,150.0,Yamaha
5298,41000.0,Medak,60000,First Owner,10,150.0,Yamaha
5299,90000.0,Ranchi,12000,First Owner,8,350.0,Royal Enfield
5300,18000.0,Gurgaon,18465,First Owner,12,150.0,Yamaha
5301,110000.0,Mumbai,5548,First Owner,4,400.0,Bajaj
5302,110000.0,Ghaziabad,25353,First Owner,5,500.0,Royal Enfield
5303,170000.0,Delhi,6700,First Owner,3,350.0,Royal Enfield
5304,170000.0,Honavar,6000,First Owner,3,500.0,Royal Enfield
5305,45000.0,Gadwal,15000,First Owner,5,150.0,Bajaj
5306,77000.0,Mumbai,25400,First Owner,3,150.0,Suzuki
5307,65200.0,Delhi,20000,First Owner,3,220.0,Bajaj
5308,45000.0,Cuttack,30000,First Owner,8,150.0,Yamaha
5309,160000.0,Bangalore,23766,First Owner,5,390.0,KTM
5310,32000.0,Ghaziabad,21000,First Owner,5,150.0,Bajaj
5311,13500.0,Mumbai,477976,First Owner,14,135.0,Bajaj
5312,66400.0,Pune,27481,Second Owner,7,150.0,Yamaha
