,price,city,kms_driven,owner,age,power,brand
0,35000.0,Ahmedabad,17654,First Owner,3,110.0,TVS
1,119900.0,Delhi,11000,First Owner,4,350.0,Royal Enfield
2,600000.0,Delhi,110,First Owner,8,675.0,Triumph
3,65000.0,Bangalore,16329,First Owner,4,180.0,TVS
4,80000.0,Bangalore,10000,First Owner,3,150.0,Yamaha
5,53499.0,Delhi,25000,First Owner,6,150.0,Yamaha
6,85000.0,Delhi,8200,First Owner,3,160.0,Honda
7,45000.0,Delhi,12645,First Owner,3,100.0,Hero
8,145000.0,Bangalore,9190,First Owner,3,350.0,Royal Enfield
9,88000.0,Delhi,19000,Second Owner,7,500.0,Royal Enfield
10,72000.0,Bangalore,20000,First Owner,7,150.0,Yamaha
11,95000.0,Bangalore,9665,First Owner,4,250.0,Yamaha
12,78000.0,Bangalore,9900,First Owner,4,200.0,Bajaj
13,29499.0,Delhi,20000,First Owner,8,100.0,Bajaj
14,29900.0,Delhi,20000,First Owner,7,125.0,Bajaj
15,90000.0,Bangalore,11574,First Owner,3,200.0,Bajaj
16,120000.0,Bangalore,23000,First Owner,3,200.0,Bajaj
17,48000.0,Mumbai,24725,First Owner,5,150.0,Suzuki
18,240000.0,Mumbai,15025,Second Owner,3,302.0,Benelli
19,29900.0,Delhi,20000,First Owner,7,125.0,Bajaj
20,120000.0,Bangalore,23000,First Owner,3,200.0,Bajaj
21,48000.0,Mumbai,24725,First Owner,5,150.0,Suzuki
22,46500.0,Delhi,3500,First Owner,2,110.0,Hero
23,121700.0,Kalyan,24520,First Owner,5,500.0,Royal Enfield
24,45000.0,Delhi,23000,First Owner,6,150.0,Yamaha
25,78000.0,Bangalore,9900,First Owner,4,200.0,Bajaj
26,20000.0,Ahmedabad,29305,First Owner,16,125.0,Hero
27,20800.0,Faridabad,30500,Second Owner,7,125.0,Honda
28,50000.0,Bangalore,19000,First Owner,8,150.0,Bajaj
29,81200.0,Mettur,9100,First Owner,2,160.0,Honda
30,88000.0,Hyderabad,21914,First Owner,3,200.0,Bajaj
31,80000.0,Kaithal,20000,Second Owner,4,150.0,Yamaha
32,40900.0,Gurgaon,15000,First Owner,6,220.0,Bajaj
33,180000.0,Pune,17700,First Owner,4,390.0,KTM
34,40000.0,Noida,30000,First Owner,8,150.0,Honda
35,70000.0,Nashik,100000,Second Owner,8,200.0,KTM
36,98800.0,Kochi,39000,First Owner,5,350.0,Royal Enfield
37,65000.0,Allahabad,43000,First Owner,6,150.0,Honda
38,190500.0,Samastipur,4550,First Owner,2,500.0,Royal Enfield
39,179000.0,Bangalore,3400,First Owner,2,200.0,KTM
40,70000.0,Nadiad,45000,First Owner,8,350.0,Royal Enfield
41,45000.0,Hyderabad,36100,First Owner,6,220.0,Bajaj
42,78000.0,Lucknow,8500,First Owner,13,350.0,Royal Enfield
43,110000.0,Bangalore,2550,First Owner,2,220.0,Bajaj
44,85000.0,Delhi,18000,First Owner,6,350.0,Royal Enfield
45,38000.0,Delhi,35000,First Owner,9,200.0,Bajaj
46,55346.0,Noida,38000,First Owner,10,350.0,Royal Enfield
47,28000.0,Jaipur,45000,First Owner,2,110.0,Mahindra
48,37000.0,Mumbai,10800,First Owner,8,150.0,Hero
49,97000.0,Delhi,4400,First Owner,3,150.0,Suzuki
50,40000.0,Karnal,357000,First Owner,8,150.0,Yamaha
51,90000.0,Delhi,15300,First Owner,7,350.0,Royal Enfield
52,60000.0,Mumbai,30000,First Owner,5,160.0,TVS
53,21900.0,Gorakhpur,30000,Second Owner,7,125.0,Honda
54,40000.0,Ahmedabad,64000,First Owner,7,220.0,Bajaj
55,475000.0,Mumbai,11500,Second Owner,3,600.0,Benelli
56,34500.0,Ahmedabad,17056,First Owner,5,110.0,Honda
57,25000.0,Vidisha,172082,First Owner,9,150.0,Yamaha
58,30200.0,Bangalore,45000,First Owner,7,150.0,Suzuki
59,65000.0,Hosur,35000,First Owner,5,220.0,Bajaj
60,25000.0,Mumbai,38000,First Owner,9,150.0,Bajaj
61,935000.0,Bagalkot,2500,First Owner,2,900.0,Kawasaki
62,107100.0,Delhi,15438,Second Owner,3,350.0,Royal Enfield
63,80000.0,Delhi,6000,First Owner,3,220.0,Bajaj
64,88000.0,Delhi,19000,First Owner,5,350.0,Royal Enfield
65,94700.0,Baripara,32700,First Owner,4,200.0,KTM
66,12200.0,Agra,46643,First Owner,14,100.0,Hero
67,106000.0,Delhi,19000,First Owner,6,350.0,Royal Enfield
68,29500.0,Hyderabad,40700,First Owner,12,220.0,Bajaj
69,290000.0,Dharwad,11350,First Owner,7,650.0,Kawasaki
70,110000.0,Delhi,1600,First Owner,6,350.0,Royal Enfield
71,27000.0,Vadodara,44410,First Owner,10,125.0,Bajaj
72,65000.0,Jalandhar,9800,First Owner,11,350.0,Royal Enfield
73,150000.0,Bangalore,15000,First Owner,3,350.0,Royal Enfield
74,55786.0,Surat,68000,Second Owner,7,223.0,Hero
75,45000.0,Bangalore,17757,First Owner,8,180.0,Bajaj
76,146000.0,Chennai,3900,First Owner,2,250.0,Yamaha
77,115000.0,Bangalore,23700,First Owner,4,350.0,Royal Enfield
78,30000.0,Noida,8250,First Owner,3,100.0,Bajaj
79,93100.0,Mumbai,10000,First Owner,5,200.0,Bajaj
80,82000.0,Mumbai,4300,Second Owner,3,150.0,Yamaha
81,260000.0,Navi Mumbai,3800,First Owner,2,650.0,Royal Enfield
82,38000.0,Bangalore,33000,First Owner,7,125.0,Honda
83,130000.0,Gandhidham,17500,Second Owner,4,250.0,KTM
84,118000.0,Gurgaon,19000,First Owner,4,410.0,Royal Enfield
85,14700.0,Delhi,10000,First Owner,11,135.0,Bajaj
86,85000.0,Chennai,54000,First Owner,6,350.0,Royal Enfield
87,40000.0,Mumbai,27000,First Owner,7,220.0,Bajaj
88,50000.0,Bangalore,19000,First Owner,6,150.0,Yamaha
89,71800.0,Mumbai,43500,First Owner,7,350.0,Royal Enfield
90,71800.0,Mumbai,43500,First Owner,7,350.0,Royal Enfield
91,75000.0,Bangalore,11575,First Owner,4,200.0,Bajaj
92,1350000.0,Mumbai,190,First Owner,1,1100.0,Ducati
93,790000.0,Mumbai,19000,First Owner,3,765.0,Triumph
94,47000.0,Bangalore,8600,First Owner,4,150.0,Bajaj
95,60000.0,Pune,2000,First Owner,2,150.0,Bajaj
96,96700.0,Vadodara,5100,First Owner,1,150.0,Suzuki
97,31900.0,Delhi,9000,First Owner,5,100.0,Hero
98,35000.0,Visakhapatnam,44480,First Owner,13,150.0,Bajaj
99,240000.0,Bangalore,11000,First Owner,3,390.0,KTM
100,68000.0,Delhi,16000,First Owner,7,250.0,Honda
101,80000.0,Bangalore,26691,First Owner,5,200.0,Bajaj
102,135000.0,Bangalore,45000,First Owner,5,350.0,Royal Enfield
103,11100.0,Pune,12000,Third Owner,12,150.0,Bajaj
104,480000.0,Mumbai,14200,First Owner,4,600.0,Benelli
105,65000.0,Thrissur,41000,First Owner,3,150.0,Suzuki
106,60000.0,Bangalore,15000,First Owner,5,150.0,Yamaha
107,80000.0,Bangalore,12314,First Owner,4,150.0,Honda
108,46000.0,Delhi,11760,First Owner,3,100.0,Hero
109,95000.0,Bangalore,22000,First Owner,11,500.0,Royal Enfield
110,400000.0,Delhi,1800,First Owner,4,650.0,Hyosung
111,55000.0,Bangalore,4400,First Owner,4,150.0,Bajaj
112,63000.0,Delhi,16000,First Owner,5,150.0,Yamaha
113,51000.0,Faridabad,9000,First Owner,4,150.0,Bajaj
114,69900.0,Delhi,8700,First Owner,3,160.0,TVS
115,125000.0,Gorakhpur,1342,First Owner,4,200.0,Bajaj
116,210000.0,Kolkata,21000,First Owner,6,300.0,Benelli
117,35900.0,Delhi,19000,First Owner,5,125.0,Honda
118,67000.0,Delhi,13000,First Owner,9,250.0,Honda
119,29339.0,Ernakulam,12771,First Owner,4,100.0,Hero
120,19695.0,Ernakulam,51576,First Owner,6,100.0,Hero
121,48672.0,Ernakulam,608,First Owner,2,110.0,Hero
122,40000.0,Mumbai,13680,First Owner,9,150.0,Honda
123,500000.0,Bangalore,285,First Owner,5,600.0,Yamaha
124,800000.0,Mumbai,3,First Owner,3,1299.0,Ducati
125,110000.0,Bangalore,24676,First Owner,5,410.0,Royal Enfield
126,92500.0,Delhi,11000,First Owner,6,350.0,Royal Enfield
127,57000.0,Bangalore,28948,First Owner,5,200.0,Bajaj
128,72500.0,Delhi,10000,First Owner,10,350.0,Royal Enfield
129,68000.0,Delhi,16000,First Owner,9,200.0,KTM
130,21500.0,Barasat,10500,First Owner,5,125.0,TVS
131,40000.0,Delhi,20000,First Owner,6,160.0,TVS
132,91000.0,Delhi,18000,First Owner,5,350.0,Royal Enfield
133,300000.0,Ghaziabad,3500,First Owner,6,750.0,Harley-Davidson
134,47000.0,Jaipur,70000,First Owner,6,150.0,Suzuki
135,53000.0,Bangalore,18158,First Owner,6,150.0,Suzuki
136,51000.0,Bangalore,39140,First Owner,5,150.0,Suzuki
137,48000.0,Bangalore,27776,First Owner,8,220.0,Bajaj
138,55000.0,Bangalore,32734,First Owner,6,220.0,Bajaj
139,173300.0,Vadodara,14000,First Owner,2,410.0,Royal Enfield
140,77000.0,Delhi,13000,First Owner,8,350.0,Royal Enfield
141,115000.0,Bangalore,5000,First Owner,2,200.0,Bajaj
142,36000.0,Hyderabad,39500,First Owner,7,150.0,Bajaj
143,72000.0,Hyderabad,29500,First Owner,4,220.0,Bajaj
144,115000.0,Hyderabad,14900,First Owner,3,350.0,Royal Enfield
145,65000.0,Mumbai,2000,First Owner,3,125.0,Honda
146,99000.0,Mumbai,4000,First Owner,2,150.0,Honda
147,68500.0,Delhi,68500,Second Owner,7,150.0,Yamaha
148,140000.0,Delhi,2473,First Owner,2,150.0,Yamaha
149,130000.0,Delhi,9221,First Owner,3,200.0,KTM
150,46000.0,Delhi,37128,First Owner,7,200.0,Bajaj
151,30000.0,Delhi,16166,First Owner,6,125.0,Hero
152,116000.0,Delhi,11716,First Owner,3,400.0,Bajaj
153,130000.0,Delhi,8419,First Owner,3,350.0,Royal Enfield
154,98000.0,Delhi,13459,First Owner,5,350.0,Royal Enfield
155,85000.0,Delhi,14704,First Owner,6,350.0,Royal Enfield
156,110000.0,Bangalore,24676,First Owner,5,410.0,Royal Enfield
157,173300.0,Vadodara,14000,First Owner,2,410.0,Royal Enfield
158,50000.0,Delhi,9200,First Owner,4,150.0,Bajaj
159,100000.0,Bangalore,30294,First Owner,5,350.0,Royal Enfield
160,66000.0,Delhi,19756,First Owner,8,350.0,Royal Enfield
161,77000.0,Delhi,13000,First Owner,8,350.0,Royal Enfield
162,92500.0,Delhi,11000,First Owner,6,350.0,Royal Enfield
163,57000.0,Bangalore,28948,First Owner,5,200.0,Bajaj
164,72500.0,Delhi,10000,First Owner,10,350.0,Royal Enfield
165,80000.0,Kolkata,12000,First Owner,2,160.0,Honda
166,123600.0,Jaipur,7702,First Owner,3,350.0,Royal Enfield
167,950000.0,Chennai,312,First Owner,3,1300.0,Suzuki
168,107000.0,Ahmedabad,17000,First Owner,4,350.0,Royal Enfield
169,600000.0,Bangalore,16000,First Owner,5,821.0,Ducati
170,80000.0,Delhi,3500,First Owner,3,150.0,Yamaha
171,75000.0,Bhubaneshwar,11050,First Owner,4,150.0,Suzuki
172,43778.0,Ernakulam,948,First Owner,2,125.0,Hero
173,118000.0,Delhi,11200,Second Owner,5,200.0,KTM
174,68000.0,Bangalore,10407,First Owner,5,150.0,Yamaha
175,27000.0,Bangalore,23000,First Owner,8,125.0,Bajaj
176,48500.0,Delhi,5500,First Owner,2,100.0,Hero
177,15000.0,Delhi,38000,First Owner,15,223.0,Hero
178,95000.0,Navi Mumbai,23000,First Owner,5,200.0,KTM
179,145000.0,Amritsar,4500,First Owner,4,200.0,KTM
180,62000.0,Delhi,11227,First Owner,3,150.0,Yamaha
181,25000.0,Hyderabad,45000,First Owner,9,100.0,Hero
182,700000.0,Ahmedabad,100,First Owner,6,1198.0,Ducati
183,160000.0,Bangalore,3500,First Owner,3,500.0,Royal Enfield
184,47500.0,Mumbai,30000,First Owner,5,220.0,Bajaj
185,21000.0,Bagalkot,38000,First Owner,9,150.0,Yamaha
186,18000.0,Bhopal,22000,First Owner,12,125.0,Yamaha
187,36000.0,Bangalore,54560,First Owner,8,223.0,Hero
188,52000.0,Bangalore,33150,First Owner,6,150.0,Yamaha
189,435000.0,Jaipur,5550,Second Owner,7,883.0,Harley-Davidson
190,68000.0,Bangalore,12077,First Owner,5,200.0,TVS
191,80000.0,Pune,5000,First Owner,4,220.0,Bajaj
192,110800.0,Mumbai,13300,First Owner,6,500.0,Royal Enfield
193,85000.0,Hyderabad,16000,First Owner,2,160.0,TVS
194,145000.0,Bangalore,4000,First Owner,2,350.0,Royal Enfield
195,145000.0,Bangalore,3000,First Owner,3,400.0,Bajaj
196,149000.0,Mumbai,7000,First Owner,3,350.0,Royal Enfield
197,60000.0,Mumbai,4000,First Owner,2,100.0,Hero
198,140000.0,Mumbai,11000,First Owner,4,350.0,Royal Enfield
199,85000.0,Mumbai,15000,First Owner,7,200.0,KTM
200,86000.0,Mumbai,15000,First Owner,3,220.0,Bajaj
201,115000.0,Hyderabad,15500,First Owner,4,350.0,Royal Enfield
202,83000.0,Bangalore,500,First Owner,3,150.0,Suzuki
203,85000.0,Mumbai,15000,First Owner,7,200.0,KTM
204,86000.0,Mumbai,15000,First Owner,3,220.0,Bajaj
205,115000.0,Hyderabad,15500,First Owner,4,350.0,Royal Enfield
206,83000.0,Bangalore,500,First Owner,3,150.0,Suzuki
207,28000.0,Bangalore,35251,First Owner,12,180.0,Bajaj
208,14500.0,Delhi,35000,First Owner,14,100.0,Hero
209,32000.0,Delhi,22000,First Owner,5,110.0,Hero
210,62500.0,Delhi,26000,First Owner,5,180.0,Bajaj
211,122500.0,Delhi,10000,First Owner,3,150.0,Yamaha
212,24500.0,Delhi,15000,First Owner,6,100.0,Bajaj
213,78500.0,Delhi,26000,First Owner,4,200.0,TVS
214,102500.0,Delhi,21000,First Owner,4,350.0,Royal Enfield
215,28000.0,Bangalore,28428,First Owner,9,110.0,TVS
216,130000.0,Delhi,10149,First Owner,3,350.0,Royal Enfield
217,130000.0,Delhi,7036,First Owner,3,350.0,Royal Enfield
218,115000.0,Delhi,7593,First Owner,4,400.0,Bajaj
219,96000.0,Delhi,17000,First Owner,6,200.0,KTM
220,29500.0,Delhi,15798,First Owner,4,100.0,Bajaj
221,100000.0,Hyderabad,4800,First Owner,4,150.0,Yamaha
222,177982.0,Hamirpur(hp),7000,First Owner,2,410.0,Royal Enfield
223,202000.0,Bangalore,11000,First Owner,2,410.0,Royal Enfield
224,950000.0,Chennai,312,First Owner,3,1300.0,Suzuki
225,113000.0,Kottayam,28000,Third Owner,6,200.0,KTM
226,45400.0,Delhi,23000,Second Owner,5,220.0,Bajaj
227,105000.0,Delhi,16000,First Owner,4,350.0,Royal Enfield
228,885000.0,Delhi,300,First Owner,2,959.0,Ducati
229,30000.0,Arrah,50000,First Owner,6,150.0,Yamaha
230,22000.0,Delhi,22000,First Owner,6,100.0,Bajaj
231,115000.0,Delhi,10000,First Owner,4,350.0,Royal Enfield
232,55000.0,Patiala,3000,First Owner,4,150.0,Bajaj
233,20000.0,Faridabad,55000,First Owner,9,125.0,Bajaj
234,56000.0,Ranga Reddy,16500,First Owner,4,110.0,Hero
235,28000.0,Mandi,36000,First Owner,5,100.0,TVS
236,44000.0,Ludhiana,7329,First Owner,3,125.0,Hero
237,190000.0,Mandya,8780,First Owner,2,400.0,Bajaj
238,78000.0,Siliguri,20000,First Owner,8,350.0,Royal Enfield
239,18787.0,Bangalore,28164,First Owner,10,125.0,Honda
240,51500.0,Bangalore,20600,First Owner,6,200.0,Bajaj
241,54200.0,Mumbai,5700,First Owner,6,220.0,Bajaj
242,175000.0,Hyderabad,11277,First Owner,3,500.0,Royal Enfield
243,48000.0,Aurangabad,26000,First Owner,7,220.0,Bajaj
244,40000.0,Ludhiana,4000,First Owner,5,110.0,Honda
245,102400.0,Kanpur,11600,First Owner,4,400.0,Bajaj
246,65000.0,Chennai,8800,First Owner,3,150.0,Yamaha
247,170000.0,Bhilwara,2100,First Owner,4,390.0,KTM
248,12999.0,Meerut,65000,First Owner,13,150.0,Bajaj
249,87000.0,Mumbai,20000,First Owner,6,200.0,KTM
250,45600.0,Rewari,18000,Second Owner,5,220.0,Bajaj
251,42000.0,Ahmednagar,58000,First Owner,7,180.0,Bajaj
252,47000.0,Delhi,24445,First Owner,8,200.0,Bajaj
253,31000.0,Delhi,34525,First Owner,7,100.0,Bajaj
254,72500.0,Bangalore,19000,First Owner,4,150.0,Suzuki
255,80999.0,Wardha,4000,First Owner,3,150.0,Suzuki
256,85000.0,Chandigarh,9148,First Owner,6,200.0,Bajaj
257,60000.0,Mumbai,16000,First Owner,5,160.0,TVS
258,148999.0,Ranchi,3694,First Owner,4,400.0,Bajaj
259,49000.0,Bangalore,7524,First Owner,5,150.0,Bajaj
260,30000.0,Delhi,23000,First Owner,8,100.0,Hero
261,140000.0,Panvel,12800,First Owner,6,200.0,KTM
262,237818.0,Delhi,1440,First Owner,2,390.0,KTM
263,56000.0,Ranga Reddy,16500,First Owner,4,110.0,Hero
264,28000.0,Mandi,36000,First Owner,5,100.0,TVS
265,23600.0,Delhi,22672,Second Owner,6,150.0,Yamaha
266,100000.0,Bangalore,25000,First Owner,8,500.0,Royal Enfield
267,160700.0,Hyderabad,10000,First Owner,3,200.0,KTM
268,78000.0,Thane,34200,First Owner,6,350.0,Royal Enfield
269,45000.0,Jabalpur,7000,First Owner,4,150.0,Bajaj
270,60000.0,Gurgaon,3490,First Owner,9,350.0,Royal Enfield
271,150000.0,Kota,7500,First Owner,5,200.0,KTM
272,37000.0,Mumbai,13500,First Owner,5,150.0,Bajaj
273,125000.0,Navi Mumbai,11000,First Owner,5,350.0,Royal Enfield
274,70000.0,Mumbai,56353,First Owner,5,200.0,Bajaj
275,40000.0,Rohtak,25000,First Owner,7,220.0,Bajaj
276,62000.0,Delhi,1123,First Owner,2,125.0,Yamaha
277,280000.0,Bangalore,1500,First Owner,2,650.0,Royal Enfield
278,44000.0,Rajkot,15000,First Owner,4,150.0,Bajaj
279,85000.0,Mumbai,31000,First Owner,7,350.0,Royal Enfield
280,51000.0,Gurgaon,28000,First Owner,5,220.0,Bajaj
281,75000.0,Delhi,11460,First Owner,3,220.0,Bajaj
282,160000.0,Ghaziabad,23000,First Owner,5,390.0,KTM
283,106000.0,Delhi,1175,First Owner,2,200.0,Bajaj
284,599999.0,Mumbai,7800,Third Owner,5,675.0,Triumph
285,85000.0,Delhi,15000,First Owner,7,250.0,Honda
286,31500.0,Ahmedabad,28653,First Owner,8,100.0,Hero
287,150000.0,Ahmednagar,8000,Second Owner,6,250.0,Hyosung
288,210000.0,Hosur,2100,First Owner,2,295.0,Jawa
289,50000.0,Delhi,3300,First Owner,4,125.0,Bajaj
290,29300.0,Varanasi,19000,First Owner,6,100.0,Bajaj
291,35740.0,Rohtak,20400,First Owner,4,125.0,Bajaj
292,24500.0,Rajkot,25000,First Owner,10,150.0,Yamaha
293,45000.0,Kanpur,18000,First Owner,7,223.0,Hero
294,210000.0,Chennai,12000,First Owner,4,390.0,KTM
295,70000.0,Mumbai,56353,First Owner,5,200.0,Bajaj
296,37000.0,Mumbai,13500,First Owner,5,150.0,Bajaj
297,150000.0,Kota,7500,First Owner,5,200.0,KTM
298,71000.0,Delhi,11000,First Owner,9,350.0,Royal Enfield
299,100000.0,Bangalore,25000,First Owner,8,500.0,Royal Enfield
300,160700.0,Hyderabad,10000,First Owner,3,200.0,KTM
301,78000.0,Thane,34200,First Owner,6,350.0,Royal Enfield
302,45000.0,Jabalpur,7000,First Owner,4,150.0,Bajaj
303,80400.0,24 Pargana,5100,Second Owner,4,250.0,Yamaha
304,135000.0,Delhi,2200,First Owner,4,350.0,Royal Enfield
305,350000.0,Mumbai,3100,First Owner,6,750.0,Harley-Davidson
306,57000.0,Delhi,1500,First Owner,11,223.0,Hero
307,76000.0,Jalandhar,3000,First Owner,2,200.0,Hero
308,42100.0,Kota,22560,First Owner,11,150.0,Bajaj
309,73000.0,Ludhiana,16658,First Owner,6,150.0,Yamaha
310,366000.0,Delhi,3135,First Owner,3,302.0,Benelli
311,61200.0,Banka,29000,Second Owner,3,160.0,Honda
312,82000.0,Delhi,29860,First Owner,7,350.0,Royal Enfield
313,120000.0,Chennai,12000,First Owner,5,350.0,Royal Enfield
314,40000.0,Rohtak,25000,First Owner,7,220.0,Bajaj
315,80000.0,Delhi,7000,First Owner,3,160.0,TVS
316,81800.0,Bangalore,3700,First Owner,2,150.0,Suzuki
317,45900.0,Delhi,27000,First Owner,6,220.0,Bajaj
318,125000.0,Navi Mumbai,11000,First Owner,5,350.0,Royal Enfield
319,86200.0,Bangalore,9300,First Owner,4,200.0,Bajaj
320,40000.0,Delhi,9000,First Owner,3,100.0,Hero
321,10000.0,Mumbai,21389,First Owner,12,150.0,Hero
322,155000.0,Nagpur,13500,First Owner,5,250.0,Hyosung
323,46000.0,Mumbai,24374,First Owner,6,200.0,Bajaj
324,215000.0,Noida,9600,First Owner,4,390.0,KTM
325,60000.0,Gurgaon,3490,First Owner,9,350.0,Royal Enfield
326,23000.0,Delhi,37000,First Owner,7,110.0,Honda
327,55250.0,Pune,7781,Second Owner,3,220.0,Bajaj
328,58000.0,Delhi,7758,First Owner,2,110.0,Hero
329,66000.0,Delhi,8000,First Owner,3,150.0,Yamaha
330,55000.0,Hyderabad,32000,First Owner,7,223.0,Hero
331,89730.0,Mumbai,12100,First Owner,9,500.0,Royal Enfield
332,108000.0,Nagpur,26811,First Owner,6,350.0,Royal Enfield
333,314100.0,Hyderabad,13500,First Owner,3,320.0,Yamaha
334,125000.0,Hyderabad,16500,First Owner,39,350.0,Royal Enfield
335,18800.0,Faridabad,10401,First Owner,8,100.0,Hero
336,417000.0,Delhi,13000,Second Owner,5,750.0,Harley-Davidson
337,105000.0,Chennai,20500,First Owner,4,400.0,Bajaj
338,20000.0,Bangalore,19211,First Owner,6,110.0,Honda
339,88000.0,Chandigarh,22500,First Owner,10,350.0,Royal Enfield
340,47000.0,Banki,14009,First Owner,2,125.0,Bajaj
341,95000.0,Delhi,11000,First Owner,2,220.0,Bajaj
342,108000.0,Pune,2982,First Owner,3,150.0,Yamaha
343,186100.0,Delhi,12000,First Owner,3,390.0,KTM
344,81500.0,Pali,3000,First Owner,1,125.0,Honda
345,20000.0,Chhatarpur,30806,First Owner,5,100.0,Bajaj
346,15000.0,Mumbai,55000,Second Owner,13,150.0,Bajaj
347,39000.0,Ludhiana,5000,First Owner,5,150.0,Bajaj
348,102500.0,Delhi,29000,First Owner,5,350.0,Royal Enfield
349,87000.0,Delhi,15000,First Owner,7,350.0,Royal Enfield
350,118000.0,Hyderabad,14500,First Owner,3,400.0,Bajaj
351,131100.0,Gurgaon,6200,First Owner,4,350.0,Royal Enfield
352,85000.0,Delhi,15000,First Owner,7,250.0,Honda
353,108000.0,Nagpur,26811,First Owner,6,350.0,Royal Enfield
354,131100.0,Gurgaon,6200,First Owner,4,350.0,Royal Enfield
355,42000.0,Delhi,19000,First Owner,5,160.0,Honda
356,45000.0,Katihar,15000,First Owner,4,110.0,Honda
357,87000.0,Delhi,15000,First Owner,7,350.0,Royal Enfield
358,102500.0,Delhi,29000,First Owner,5,350.0,Royal Enfield
359,255000.0,Mohali,2200,First Owner,3,310.0,BMW
360,78700.0,Rudrapur,3710,First Owner,2,160.0,TVS
361,62800.0,Mumbai,38400,Second Owner,7,250.0,Honda
362,35000.0,Delhi,18000,First Owner,6,150.0,Bajaj
363,33800.0,Delhi,17000,First Owner,5,150.0,Bajaj
364,125000.0,Coimbatore,21000,Third Owner,11,250.0,Kawasaki
365,146000.0,Hyderabad,4700,First Owner,5,410.0,Royal Enfield
366,569400.0,Jajpur,3174,First Owner,6,899.0,Benelli
367,1900000.0,Chennai,1700,First Owner,6,1800.0,Indian
368,600000.0,Bhubaneshwar,230,First Owner,1,650.0,Kawasaki
369,185000.0,Kolkata,3000,First Owner,2,200.0,KTM
370,32000.0,Delhi,32000,First Owner,5,100.0,Hero
371,38000.0,Delhi,21000,First Owner,4,125.0,Hero
372,35000.0,Bangalore,38717,First Owner,5,150.0,Bajaj
373,42000.0,Bangalore,1999,First Owner,3,150.0,Hero
374,9350.0,Bangalore,39822,Second Owner,13,150.0,TVS
375,330000.0,Mumbai,7500,First Owner,5,650.0,Kawasaki
376,36500.0,Ahmednagar,23000,First Owner,7,100.0,Hero
377,38000.0,Pune,17376,Second Owner,5,100.0,Hero
378,75000.0,Faridabad,33000,First Owner,8,350.0,Royal Enfield
379,255000.0,Mohali,2200,First Owner,3,310.0,BMW
380,42000.0,Delhi,19000,First Owner,5,160.0,Honda
381,230000.0,Chennai,9500,First Owner,4,300.0,Benelli
382,31500.0,Delhi,20000,First Owner,8,160.0,TVS
383,35000.0,Delhi,18000,First Owner,6,150.0,Bajaj
384,62800.0,Mumbai,38400,Second Owner,7,250.0,Honda
385,46000.0,Chennai,35000,First Owner,16,350.0,Royal Enfield
386,109900.0,Delhi,8600,First Owner,5,350.0,Royal Enfield
387,9350.0,Bangalore,39822,Second Owner,13,150.0,TVS
388,35000.0,Delhi,18000,First Owner,5,150.0,Bajaj
389,65000.0,Delhi,18000,First Owner,3,160.0,Bajaj
390,175000.0,Bangalore,1800,First Owner,2,295.0,Jawa
391,126000.0,Bangalore,23000,First Owner,4,350.0,Royal Enfield
392,25000.0,Hyderabad,29000,First Owner,9,125.0,Honda
393,89000.0,Mumbai,5000,First Owner,2,150.0,Honda
394,160000.0,Mumbai,7500,First Owner,2,350.0,Royal Enfield
395,130000.0,Mumbai,15000,First Owner,2,200.0,Bajaj
396,33500.0,Pune,26000,Second Owner,12,125.0,Honda
397,128000.0,Bangalore,8000,First Owner,3,150.0,Yamaha
398,143000.0,Bangalore,7000,First Owner,3,350.0,Royal Enfield
399,31000.0,Bangalore,31464,Second Owner,9,135.0,Bajaj
400,72000.0,Delhi,7419,First Owner,3,150.0,Suzuki
401,108500.0,Delhi,10000,First Owner,2,200.0,TVS
402,74500.0,Delhi,10000,First Owner,4,220.0,Bajaj
403,24000.0,Delhi,6300,First Owner,4,100.0,Bajaj
404,80000.0,Delhi,17000,First Owner,3,220.0,Bajaj
405,81000.0,Bangalore,22000,First Owner,3,220.0,Bajaj
406,115000.0,Delhi,15000,Second Owner,5,350.0,Royal Enfield
407,130000.0,Mumbai,15000,First Owner,2,200.0,Bajaj
408,33500.0,Pune,26000,Second Owner,12,125.0,Honda
409,128000.0,Bangalore,8000,First Owner,3,150.0,Yamaha
410,143000.0,Bangalore,7000,First Owner,3,350.0,Royal Enfield
411,31000.0,Bangalore,31464,Second Owner,9,135.0,Bajaj
412,72000.0,Delhi,7419,First Owner,3,150.0,Suzuki
413,108500.0,Delhi,10000,First Owner,2,200.0,TVS
414,74500.0,Delhi,10000,First Owner,4,220.0,Bajaj
415,24000.0,Delhi,6300,First Owner,4,100.0,Bajaj
416,80000.0,Delhi,17000,First Owner,3,220.0,Bajaj
417,81000.0,Bangalore,22000,First Owner,3,220.0,Bajaj
418,115000.0,Delhi,15000,Second Owner,5,350.0,Royal Enfield
419,56500.0,Delhi,10000,First Owner,2,110.0,Hero
420,75000.0,Bangalore,16000,First Owner,4,220.0,Bajaj
421,72000.0,Bangalore,32542,First Owner,6,150.0,Yamaha
422,73000.0,Bangalore,7461,First Owner,4,150.0,Suzuki
423,69500.0,Delhi,28000,First Owner,6,200.0,Bajaj
424,78500.0,Delhi,9800,First Owner,3,160.0,TVS
425,87000.0,Delhi,7000,First Owner,2,160.0,TVS
426,40000.0,Delhi,16688,Second Owner,6,180.0,TVS
